Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
19 DEC 2025,COMSYN,BE,COMMERCIAL SYN BAGS LTD  ,Listed    ,19 DEC 2025,              10.00,          39952200,            144.30,     5765901504.00    
19 DEC 2025,CONCOR,EQ,CONTAINER CORP OF IND LTD,Listed    ,19 DEC 2025,               5.00,         761617935,            501.35,   381837151712.25    
19 DEC 2025,CONCORDBIO,EQ,CONCORD BIOTECH LIMITED  ,Listed    ,19 DEC 2025,               1.00,         104616204,           1336.00,   139767248544.00
19 DEC 2025,CONFIPET,EQ,CONFIDENCE PETRO IND LTD.,Listed    ,19 DEC 2025,               1.00,         332241043,             34.40,    11425769468.75  
19 DEC 2025,CONNPLEX,SM,CONNPLEX CINEMAS LIMITED ,Listed    ,19 DEC 2025,              10.00,          19100000,            252.80,     4828480000.00  
19 DEC 2025,CONSOFINVT,EQ,CONSO. FIN. & HOLD. LTD. ,Listed    ,19 DEC 2025,              10.00,          32326366,            169.25,     5470914181.85
19 DEC 2025,CONTI,SM,CONTINENTAL SEED CHEM LTD,Listed    ,17 DEC 2025,              10.00,          13202488,             23.45,      309598343.60     
19 DEC 2025,CONTROLPR,EQ,CONTROL PRINT LIMITED    ,Listed    ,19 DEC 2025,              10.00,          15994212,            708.70,    11335098044.40 
19 DEC 2025,COOLCAPS,SM,COOL CAPS INDUSTRIES LTD ,Listed    ,19 DEC 2025,               2.00,         115600000,             73.60,     8508160000.00  
19 DEC 2025,CORALFINAC,EQ,CORAL INDIA FIN & HOUS LT,Listed    ,19 DEC 2025,               2.00,          40302225,             39.50,     1592340909.75
19 DEC 2025,CORDSCABLE,EQ,CORDS CABLE INDUS LTD.   ,Listed    ,19 DEC 2025,              10.00,          12927780,            187.20,     2420209693.80
19 DEC 2025,COROMANDEL,EQ,COROMANDEL INTERNTL. LTD ,Listed    ,19 DEC 2025,               1.00,         294921109,           2358.50,   695571435576.50
19 DEC 2025,CORONA,EQ,CORONA REMEDIES LIMITED  ,Listed    ,19 DEC 2025,              10.00,          61160088,           1374.30,    84052308938.40    
19 DEC 2025,COSMOFIRST,EQ,COSMO FIRST LIMITED      ,Listed    ,19 DEC 2025,              10.00,          26249727,            687.40,    18044062339.80
19 DEC 2025,COUNCODOS,EQ,COUNTRY CONDO S LIMITED  ,Listed    ,19 DEC 2025,               1.00,          77597300,              5.80,      450064340.00 
19 DEC 2025,CPCAP,EQ,CP CAPITAL LIMITED       ,Listed    ,19 DEC 2025,              10.00,          18192939,            119.05,     2166233246.75     
19 DEC 2025,CPEDU,EQ,CAREER POINT EDUTECH LTD ,Listed    ,19 DEC 2025,              10.00,          18192939,            262.00,     4766550018.00     
19 DEC 2025,CPPLUS,EQ,ADITYA INFOTECH LIMITED  ,Listed    ,19 DEC 2025,               1.00,         117221884,           1559.40,   182795805909.60    
19 DEC 2025,CPS,SM,C P S SHAPERS LIMITED    ,Listed    ,19 DEC 2025,              10.00,           2211120,           1041.50,     2302881480.00       
19 DEC 2025,CRAFTSMAN,EQ,CRAFTSMAN AUTOMATION LTD ,Listed    ,19 DEC 2025,               5.00,          23855583,           7042.50,   168002943277.50 
19 DEC 2025,CRAMC,EQ,CANARA ROBECO AMC LIMITED,Listed    ,19 DEC 2025,              10.00,         199417428,            302.30,    60283888484.40     
19 DEC 2025,CRAYONS,SM,CRAYONS ADVERTISING LTD  ,Listed    ,19 DEC 2025,              10.00,          24430000,             40.00,      977200000.00   
19 DEC 2025,CREATIVEYE,EQ,CREATIVE EYE LIMITED     ,Listed    ,19 DEC 2025,               5.00,          20058250,              7.25,      145021147.50
19 DEC 2025,CREDITACC,EQ,CREDITACCESS GRAMEEN LTD ,Listed    ,19 DEC 2025,              10.00,         159848982,           1279.90,   204590712061.80 
19 DEC 2025,CREST,EQ,CREST VENTURES LIMITED   ,Listed    ,19 DEC 2025,              10.00,          28450000,            391.30,    11132485000.00     
19 DEC 2025,CRISIL,EQ,CRISIL LTD               ,Listed    ,19 DEC 2025,               1.00,          73130017,           4378.20,   320177840429.40    
19 DEC 2025,CRIZAC,EQ,CRIZAC LIMITED           ,Listed    ,19 DEC 2025,               2.00,         174982500,            282.55,    49441305375.00    
19 DEC 2025,CROMPTON,EQ,CROMPT GREA CON ELEC LTD ,Listed    ,19 DEC 2025,               2.00,         643900642,            255.60,   164581004095.20  
19 DEC 2025,CROWN,EQ,CROWN LIFTERS LIMITED    ,Listed    ,19 DEC 2025,              10.00,          11223344,            134.80,     1513019004.65     
19 DEC 2025,CSBBANK,EQ,CSB BANK LIMITED         ,Listed    ,19 DEC 2025,              10.00,         173485827,            396.05,    68709061783.35   
19 DEC 2025,CSLFINANCE,EQ,CSL FINANCE LIMITED      ,Listed    ,19 DEC 2025,              10.00,          22782621,            312.50,     7119569062.50
19 DEC 2025,CSSL,ST,CLEAR SECURED SERVICES L ,Listed    ,19 DEC 2025,              10.00,          24047112,            114.85,     2761810813.20      
19 DEC 2025,CTE,EQ,CAMBRIDGE TECH ENTER LTD ,Listed    ,19 DEC 2025,              10.00,          19631015,             41.15,      807423646.95       
19 DEC 2025,CUB,EQ,CITY UNION BANK LTD      ,Listed    ,19 DEC 2025,               1.00,         741048842,            278.85,   206641469591.70       
19 DEC 2025,CUBEINVIT,IV,CUBE HIGHWAYS TRUST      ,Listed    ,19 DEC 2025,             100.00,        1344069762,            139.00,   186825696918.00 
19 DEC 2025,CUBEXTUB,EQ,CUBEX TUBINGS LTD        ,Listed    ,19 DEC 2025,              10.00,          14318975,             90.80,     1300019740.25  
19 DEC 2025,CUDML,SM,CASH UR DRIVE MARKETING L,Listed    ,19 DEC 2025,              10.00,          17645800,            140.00,     2470412000.00     
19 DEC 2025,CUMMINSIND,EQ,CUMMINS INDIA LTD        ,Listed    ,19 DEC 2025,               2.00,         277200000,           4410.40,  1222562880000.00
19 DEC 2025,CUPID,EQ,CUPID LIMITED            ,Listed    ,19 DEC 2025,               1.00,         268467140,            447.70,   120192738578.00     
19 DEC 2025,CURAA,BE,CURA TECHNOLOGIES LIMITED,Listed    ,19 DEC 2025,              10.00,           9900000,            117.05,     1158795000.00     
19 DEC 2025,CURIS,SM,CURIS LIFESCIENCES LTD   ,Listed    ,19 DEC 2025,              10.00,           8084434,            115.10,      930518353.40     
19 DEC 2025,CURRENT,SM,CURRENT INFRAPROJECTS LTD,Listed    ,19 DEC 2025,              10.00,          19148000,            142.00,     2719016000.00   
19 DEC 2025,CYBERMEDIA,BE,CYBER MEDIA (INDIA) LTD. ,Listed    ,19 DEC 2025,              10.00,          15667242,             16.00,      250675872.00
19 DEC 2025,CYBERPP,X1,CYBERMEDIA RS.5 PPD UP   ,Listed    ,18 DEC 2025,              10.00,           5162479,              5.85,       30148877.35   
19 DEC 2025,CYBERTECH,BE,CYBERTECH SYSTEMS & SOFTW,Listed    ,19 DEC 2025,              10.00,          31130593,            145.20,     4519539491.75 
19 DEC 2025,CYIENT,EQ,CYIENT LIMITED           ,Listed    ,19 DEC 2025,               5.00,         111087132,           1157.60,   128594464003.20    
19 DEC 2025,CYIENTDLM,EQ,CYIENT DLM LIMITED       ,Listed    ,19 DEC 2025,              10.00,          79364396,            421.25,    33432251815.00 
19 DEC 2025,UFBL,EQ,UNITED FOODBRANDS LIMITED,Listed    ,19 DEC 2025,               5.00,          39086387,            175.65,     6865133012.70      
19 DEC 2025,VGL,EQ,VARVEE GLOBAL LIMITED    ,Listed    ,19 DEC 2025,              10.00,          25764339,            147.05,     3788646049.95       
19 DEC 2025,AURIGROW,EQ,AURI GROW INDIA LIMITED  ,Listed    ,19 DEC 2025,               1.00,        1476240000,              0.90,     1358140800.00  
19 DEC 2025,CEMPRO,EQ,CEMINDIA PROJECTS LIMITED,Listed    ,19 DEC 2025,               1.00,         171787584,            800.25,   137473014096.00    
19 DEC 2025,DABUR,EQ,DABUR INDIA LTD          ,Listed    ,19 DEC 2025,               1.00,        1773690172,            493.95,   876114260459.40     
19 DEC 2025,DALBHARAT,EQ,DALMIA BHARAT LIMITED    ,Listed    ,19 DEC 2025,               2.00,         187565161,           2015.30,   378000068963.30 
19 DEC 2025,DALMIASUG,EQ,DALMIA BHARAT SUG IN LTD ,Listed    ,19 DEC 2025,               2.00,          80939303,            296.50,    23998503339.50 
19 DEC 2025,DAMCAPITAL,EQ,DAM CAPITAL ADVISORS LTD ,Listed    ,19 DEC 2025,               2.00,          70686000,            209.40,    14800234680.00
19 DEC 2025,DAMODARIND,EQ,DAMODAR INDUSTRIES LTD   ,Listed    ,19 DEC 2025,               5.00,          23300000,             30.10,      701796000.00
19 DEC 2025,DANGEE,EQ,DANGEE DUMS LIMITED      ,Listed    ,19 DEC 2025,               1.00,         153975000,              3.60,      554310000.00    
19 DEC 2025,DANISH,SM,DANISH POWER LIMITED     ,Listed    ,19 DEC 2025,              10.00,          19691610,            650.85,    12816284368.50    
19 DEC 2025,DATAMATICS,EQ,DATAMATICS GLOBAL SER LTD,Listed    ,19 DEC 2025,               5.00,          59106389,            826.05,    48824832633.45
19 DEC 2025,DATAPATTNS,EQ,DATA PATTERNS INDIA LTD  ,Listed    ,19 DEC 2025,               2.00,          55983969,           2556.40,   143117418351.60
19 DEC 2025,DAVANGERE,EQ,DAVANGERE SUGAR COMPANY L,Listed    ,19 DEC 2025,               1.00,        1429990798,              4.40,     6306259419.20 
19 DEC 2025,DBCORP,EQ,D.B.CORP LTD             ,Listed    ,19 DEC 2025,              10.00,         178239157,            258.80,    46128293831.60    
19 DEC 2025,DBEIL,EQ,DEEPAK BUILDERS & ENG I L,Listed    ,19 DEC 2025,              10.00,          46580860,            117.00,     5449029002.80     
19 DEC 2025,DBL,EQ,DILIP BUILDCON LIMITED   ,Listed    ,19 DEC 2025,              10.00,         162444833,            459.25,    74602789555.25       
19 DEC 2025,DBOL,EQ,DHAMPUR BIO ORGANICS LTD ,Listed    ,19 DEC 2025,              10.00,          66387590,             75.65,     5022221183.50      
19 DEC 2025,DBREALTY,EQ,VALOR ESTATE LIMITED     ,Listed    ,19 DEC 2025,              10.00,         539204431,            118.40,    63847196674.70  
19 DEC 2025,DBSTOCKBRO,EQ,DB (INT) STOCK BROKERS   ,Listed    ,19 DEC 2025,               2.00,          35000000,             25.05,      876050000.00
19 DEC 2025,DCAL,EQ,DISHMAN CARBO AMCIS LTD  ,Listed    ,19 DEC 2025,               2.00,         156783095,            242.95,    38092020761.20      
19 DEC 2025,DCBBANK,EQ,DCB BANK LIMITED         ,Listed    ,19 DEC 2025,              10.00,         315155533,            168.50,    53110010421.15   
19 DEC 2025,DCCL,SM,DAR CREDIT & CAPITAL LTD ,Listed    ,19 DEC 2025,              10.00,          14276000,             45.20,      645275200.00      
19 DEC 2025,DCG,SM,DCG CABLES & WIRES LTD   ,Listed    ,19 DEC 2025,              10.00,          18149600,             67.00,     1216023200.00       
19 DEC 2025,DCI,EQ,DC INFOTECH AND COMUN LTD,Listed    ,19 DEC 2025,              10.00,          16000000,            244.20,     3907200000.00       
19 DEC 2025,DCM,EQ,DCM LTD                  ,Listed    ,19 DEC 2025,              10.00,          18677749,             92.10,     1720594237.90       
19 DEC 2025,DCMFINSERV,EQ,DCM FINANCIAL SERVICES LT,Listed    ,19 DEC 2025,              10.00,          18781987,              5.30,       99356711.25
19 DEC 2025,DCMNVL,EQ,DCM NOUVELLE LIMITED     ,Listed    ,19 DEC 2025,              10.00,          18677749,            126.60,     2364229468.40    
19 DEC 2025,DCMSHRIRAM,EQ,DCM SHRIRAM LIMITED      ,Listed    ,19 DEC 2025,               2.00,         155942296,           1212.50,   189080033900.00
19 DEC 2025,DCMSRIND,EQ,DCM SHRIRAM IND LTD      ,Listed    ,19 DEC 2025,               2.00,          86992185,            163.30,    14204083966.80  
19 DEC 2025,DCW,EQ,DCW LTD                  ,Listed    ,19 DEC 2025,               2.00,         295155017,             58.65,    17304938646.70       
19 DEC 2025,DCXINDIA,EQ,DCX SYSTEMS LIMITED      ,Listed    ,19 DEC 2025,               2.00,         111386427,            186.40,    20762429992.80  
19 DEC 2025,DDEVPLSTIK,EQ,DDEV PLASTIKS IND LTD    ,Listed    ,19 DEC 2025,               1.00,         103476664,            289.65,    29972015727.60
19 DEC 2025,DECCANCE,EQ,DECCAN CEMENTS LIMITED   ,Listed    ,19 DEC 2025,               5.00,          14007500,            766.90,    10742351750.00  
19 DEC 2025,DECCANTRAN,SM,DECCAN TRANSCON LEASING L,Listed    ,19 DEC 2025,              10.00,          22723448,             24.85,      564677682.80
19 DEC 2025,DEEDEV,EQ,DEE DEVELOPMENT ENG LTD  ,Listed    ,19 DEC 2025,              10.00,          69128374,            215.00,    14861217842.50    
19 DEC 2025,DEEM,SM,DEEM ROLL TECH LIMITED   ,Listed    ,19 DEC 2025,              10.00,           8337272,             45.50,      379345876.00      
19 DEC 2025,DEEPAKFERT,EQ,DEEPAK FERTILIZERS & PETR,Listed    ,19 DEC 2025,              10.00,         126237825,           1204.80,   152091331560.00
19 DEC 2025,DEEPAKNTR,EQ,DEEPAK NITRITE LTD       ,Listed    ,19 DEC 2025,               2.00,         136393041,           1667.00,   227367199347.00 
19 DEC 2025,DEEPINDS,EQ,DEEP INDUSTRIES LIMITED  ,Listed    ,19 DEC 2025,               5.00,          64000000,            444.25,    28432000000.00  
19 DEC 2025,DELAPLEX,SM,DELAPLEX LIMITED         ,Listed    ,19 DEC 2025,              10.00,           9110000,            130.00,     1184300000.00  
19 DEC 2025,DELHIVERY,EQ,DELHIVERY LIMITED        ,Listed    ,19 DEC 2025,               1.00,         747415222,            405.95,   303413209370.90 
19 DEC 2025,DELPHIFX,EQ,DELPHI WORLD MONEY LTD   ,Listed    ,19 DEC 2025,              10.00,          16351185,            253.05,     4137667364.25  
19 DEC 2025,DELTACORP,EQ,DELTA CORP LIMITED       ,Listed    ,19 DEC 2025,               1.00,         267771097,             69.30,    18553859311.15 
19 DEC 2025,DELTAMAGNT,EQ,DELTA MANUFACTURING LTD  ,Listed    ,19 DEC 2025,              10.00,          10851120,             67.55,      733101667.20
19 DEC 2025,DELTIC,SM,DELTA AUTOCORP LIMITED   ,Listed    ,19 DEC 2025,              10.00,          15289698,             46.40,      709441987.20    
19 DEC 2025,DEN,EQ,DEN NETWORKS LTD         ,Listed    ,19 DEC 2025,              10.00,         477223845,             31.25,    14913245156.25       
19 DEC 2025,DENEERS,SM,DE NEERS TOOLS LIMITED   ,Listed    ,19 DEC 2025,              10.00,           8606400,            155.70,     1340016480.00   
19 DEC 2025,DENORA,EQ,DE NORA INDIA LIMITED    ,Listed    ,19 DEC 2025,              10.00,           5308634,            701.30,     3722945024.20    
19 DEC 2025,DENTA,EQ,DENTA WATER N INFRA SOL L,Listed    ,19 DEC 2025,              10.00,          26700000,            336.55,     8985885000.00     
19 DEC 2025,DENTALKART,SM,VASA DENTICITY LIMITED   ,Listed    ,19 DEC 2025,              10.00,          16621746,            561.80,     9338096902.80
19 DEC 2025,DESTINY,SM,DESTINY LOGISTICS & I LTD,Listed    ,19 DEC 2025,              10.00,          15388000,            113.70,     1749615600.00   
19 DEC 2025,DEVIT,EQ,DEV INFO TECHNOLOGY LTD  ,Listed    ,19 DEC 2025,               2.00,          56335233,             35.55,     2002154180.80     
19 DEC 2025,DEVX,EQ,DEV ACCELERATOR LIMITED  ,Listed    ,19 DEC 2025,               2.00,          90187515,             41.70,     3761721250.65      
19 DEC 2025,DEVYANI,EQ,DEVYANI INTERNATIONAL LTD,Listed    ,19 DEC 2025,               1.00,        1231937291,            130.85,   161211313900.25   
19 DEC 2025,DGCONTENT,EQ,DIGICONTENT LIMITED      ,Listed    ,19 DEC 2025,               2.00,          58187078,             32.50,     1891080035.00 
19 DEC 2025,DHAMPURSUG,EQ,DHAMPUR SUGAR MILLS LTD. ,Listed    ,19 DEC 2025,              10.00,          64306509,            124.00,     7972720985.80
19 DEC 2025,DHANBANK,EQ,DHANLAXMI BANK LIMITED   ,Listed    ,19 DEC 2025,              10.00,         394698851,             24.50,     9678015826.50  
19 DEC 2025,DHANLAXMI,SM,DHANLAXMI CROP SCIENCE L ,Listed    ,19 DEC 2025,              10.00,          16328000,             28.00,      457184000.00 
19 DEC 2025,DHANUKA,EQ,DHANUKA AGRITECH LTD     ,Listed    ,19 DEC 2025,               2.00,          45078324,           1181.60,    53264547638.40   
19 DEC 2025,DHARIWAL,ST,DHARIWALCORP LIMITED     ,Listed    ,19 DEC 2025,              10.00,           8951400,            344.40,     3082862160.00  
19 DEC 2025,DHARMAJ,EQ,DHARMAJ CROP GUARD LTD   ,Listed    ,19 DEC 2025,              10.00,          33797296,            243.70,     8237076981.10   
19 DEC 2025,DHRUV,EQ,DHRUV CONSULTANCY SER LTD,Listed    ,19 DEC 2025,              10.00,          18966569,             50.20,      951742432.40     
19 DEC 2025,DHTL,ST,DOCMODE HEALTH TECH LTD  ,Listed    ,19 DEC 2025,              10.00,           3142800,             58.90,      185110920.00      
19 DEC 2025,DHUNINV,EQ,DHUNSERI INVESTMENTS LTD ,Listed    ,19 DEC 2025,              10.00,           6097178,           1251.90,     7633057138.20   
19 DEC 2025,DIACABS,EQ,DIAMOND POWER INFRA LTD  ,Listed    ,19 DEC 2025,               1.00,         526971060,            140.75,    74181716116.20   
19 DEC 2025,DIAMINESQ,EQ,DIAMINES & CHEMICALS LTD ,Listed    ,19 DEC 2025,              10.00,           9783990,            259.75,     2541391402.50 
19 DEC 2025,DIAMONDYD,EQ,PRATAAP SNACKS LIMITED   ,Listed    ,19 DEC 2025,               5.00,          23900929,           1134.50,    27115603950.50 
19 DEC 2025,DICIND,EQ,DIC INDIA LIMITED        ,Listed    ,19 DEC 2025,              10.00,           9178977,            484.35,     4445837509.95    
19 DEC 2025,DIFFNKG,EQ,DIFFUSION ENGINEERS LTD  ,Listed    ,19 DEC 2025,              10.00,          37426259,            322.20,    12058740649.80   
19 DEC 2025,DIGIDRIVE,EQ,DIGIDRIVE DISTRIBUTORS L ,Listed    ,19 DEC 2025,              10.00,          38561898,             25.60,      986798969.80 
19 DEC 2025,DIGIKORE,SM,DIGIKORE STUDIOS LIMITED ,Listed    ,19 DEC 2025,              10.00,          12665600,             78.40,      992983040.00  
19 DEC 2025,DIGISPICE,BE,DIGISPICE TECHNOLOGIES LT,Listed    ,19 DEC 2025,               3.00,         233646106,             25.30,     5915919403.90 
19 DEC 2025,DIGITIDE,EQ,DIGITIDE SOLUTIONS LTD   ,Listed    ,19 DEC 2025,              10.00,         148949413,            134.05,    19966668812.65  
19 DEC 2025,DIGJAMLMTD,EQ,DIGJAM LTD               ,Listed    ,19 DEC 2025,              10.00,          20000000,             51.55,     1030800000.00
19 DEC 2025,DIL,EQ,DEBOCK INDUSTRIES LIMITED,Listed    ,19 DEC 2025,              10.00,         162736115,              1.80,      294552368.15       
19 DEC 2025,DISHTV,EQ,DISH TV INDIA LTD.       ,Listed    ,19 DEC 2025,               1.00,        1841256054,              3.95,     7272961413.30    
19 DEC 2025,DIVGIITTS,EQ,DIVGI TORQTRANSFER SYST L,Listed    ,19 DEC 2025,               5.00,          30582927,            587.30,    17961353027.10 
19 DEC 2025,DIVINEHIRA,ST,DIVINE HIRA JEWELLERS LTD,Listed    ,19 DEC 2025,              10.00,          13047100,            199.50,     2602896450.00
19 DEC 2025,DIVISLAB,EQ,DIVI S LABORATORIES LTD  ,Listed    ,19 DEC 2025,               2.00,         265468580,           6478.50,  1719838195530.00  
19 DEC 2025,DIVYADHAN,SM,DIVYADHAN RECYCLING IND L,Listed    ,18 DEC 2025,              10.00,          14306714,             28.35,      405595341.90 
19 DEC 2025,DIXON,EQ,DIXON TECHNO (INDIA) LTD ,Listed    ,19 DEC 2025,               2.00,          60513663,          13268.00,   802895280684.00     
19 DEC 2025,DJML,EQ,DJ MEDIAPRINT & LOG LTD  ,Listed    ,19 DEC 2025,              10.00,          32483520,             72.20,     2345634979.20      
19 DEC 2025,DKEGL,SM,D K ENTERPRISES GLOBAL L ,Listed    ,18 DEC 2025,              10.00,           7508000,             72.25,      542453000.00     
19 DEC 2025,DLF,EQ,DLF LIMITED              ,Listed    ,19 DEC 2025,               2.00,        2475315036,            691.20,  1710937752883.20       
19 DEC 2025,DLINKINDIA,EQ,D-LINK INDIA LTD         ,Listed    ,19 DEC 2025,               2.00,          35504850,            414.95,    14732737507.50
19 DEC 2025,DMART,EQ,AVENUE SUPERMARTS LIMITED,Listed    ,19 DEC 2025,              10.00,         650733068,           3819.50,  2485474953226.00     
19 DEC 2025,DMCC,EQ,DMCC SPECIALITY CHEMICALS,Listed    ,19 DEC 2025,              10.00,          24939933,            257.80,     6429514727.40      
19 DEC 2025,DNAMEDIA,EQ,DILIGENT MEDIA CORP LTD. ,Listed    ,19 DEC 2025,               1.00,         117708018,              4.00,      470832072.00  
19 DEC 2025,DODLA,EQ,DODLA DAIRY LIMITED      ,Listed    ,19 DEC 2025,              10.00,          60327809,           1225.50,    73931729929.50     
19 DEC 2025,DOLATALGO,EQ,DOLAT ALGOTECH LIMITED   ,Listed    ,19 DEC 2025,               1.00,         176000000,             86.10,    15157120000.00 
19 DEC 2025,DOLLAR,EQ,DOLLAR INDUSTRIES LIMITED,Listed    ,19 DEC 2025,               2.00,          56716120,            363.35,    20607802202.00    
19 DEC 2025,DOLLEX,SM,DOLLEX AGROTECH LIMITED  ,Listed    ,18 DEC 2025,              10.00,          39948800,             38.95,     1556005760.00    
19 DEC 2025,DOLPHIN,EQ,DOLPHIN OFF ENT (IND) L  ,Listed    ,19 DEC 2025,               1.00,          40004580,            406.50,    16261861770.00   
19 DEC 2025,DOMS,EQ,DOMS INDUSTRIES LIMITED  ,Listed    ,19 DEC 2025,              10.00,          60687586,           2589.40,   157144435188.40      
19 DEC 2025,DONEAR,EQ,DONEAR IND. LIMITED      ,Listed    ,19 DEC 2025,               2.00,          52000000,             96.55,     5020600000.00    
19 DEC 2025,DPABHUSHAN,EQ,D. P. ABHUSHAN LIMITED   ,Listed    ,19 DEC 2025,              10.00,          22827920,           1439.20,    32853942464.00
19 DEC 2025,DPEL,ST,DIVINE POWER ENERGY LTD  ,Listed    ,19 DEC 2025,              10.00,          24965080,            264.15,     6594525882.00      
19 DEC 2025,DPSCLTD,EQ,DPSC LIMITED             ,Listed    ,19 DEC 2025,               1.00,         973789640,             10.10,     9815799571.20   
19 DEC 2025,DPWIRES,EQ,D P WIRES LIMITED        ,Listed    ,19 DEC 2025,              10.00,          15506286,            195.40,     3029773221.55   
19 DEC 2025,DRCSYSTEMS,EQ,DRC SYSTEMS INDIA LIMITED,Listed    ,19 DEC 2025,               1.00,         144081330,             17.00,     2446500983.40
19 DEC 2025,DREAMFOLKS,EQ,DREAMFOLKS SERVICES LTD  ,Listed    ,19 DEC 2025,               2.00,          53269862,            111.30,     5928402942.00
19 DEC 2025,DREDGECORP,EQ,DREDGING CORP OF INDIA   ,Listed    ,19 DEC 2025,              10.00,          28000000,            940.30,    26328400000.00
19 DEC 2025,DRL,SM,DHANUKA REALTY LIMITED   ,Listed    ,25 NOV 2025,              10.00,           7740040,             21.95,      169893878.00       
19 DEC 2025,DRONE,SM,DRONE DESTINATION LIMITED,Listed    ,19 DEC 2025,              10.00,          24399998,             66.55,     1623819866.90     
19 DEC 2025,DRREDDY,EQ,DR. REDDY S LABORATORIES ,Listed    ,19 DEC 2025,               1.00,         834613760,           1278.20,  1066803308032.00   
19 DEC 2025,DRSCARGO,ST,DRS CARGO MOVERS LIMITED ,Listed    ,05 DEC 2025,              10.00,           7531201,             47.75,      359614847.75  
19 DEC 2025,DRSDILIP,SM,DRS DILIP ROADLINES LTD. ,Listed    ,19 DEC 2025,              10.00,          15062403,             61.75,      930103385.25  
19 DEC 2025,DSSL,EQ,DYNACONS SYS & SOLN LTD  ,Listed    ,19 DEC 2025,              10.00,          12725330,            967.50,    12311756775.00      
19 DEC 2025,DTIL,EQ,DHUNSERI TEA & IND. LTD. ,Listed    ,19 DEC 2025,              10.00,          10507427,            160.45,     1686126810.70      
19 DEC 2025,DTL,SM,DIENSTEN TECH LIMITED    ,Listed    ,19 DEC 2025,              10.00,           8260646,            146.00,     1206054316.00       
19 DEC 2025,DUCOL,SM,DUCOL ORGS AND COLOURS LT,Listed    ,17 DEC 2025,              10.00,          16254276,            158.10,     2569801035.60     
19 DEC 2025,DUCON,EQ,DUCON INFRATECHNOLOGIES L,Listed    ,19 DEC 2025,               1.00,         324925587,              3.50,     1140488810.35     
19 DEC 2025,DUGLOBAL,SM,DUDIGITAL GLOBAL LIMITED ,Listed    ,19 DEC 2025,               2.00,          71838875,             31.75,     2280884281.25  
19 DEC 2025,DURLAX,SM,DURLAX TOP SURFACE LTD   ,Listed    ,19 DEC 2025,              10.00,          16627701,             40.50,      673421890.50    
19 DEC 2025,DVL,EQ,DHUNSERI VENTURES LIMITED,Listed    ,19 DEC 2025,              10.00,          35024754,            281.45,     9857717013.30       
19 DEC 2025,DWARKESH,EQ,DWARIKESH SUGAR IND LTD  ,Listed    ,19 DEC 2025,               1.00,         185301470,             37.00,     6859860419.40  
19 DEC 2025,DYCL,EQ,DYNAMIC CABLES LIMITED   ,Listed    ,19 DEC 2025,              10.00,          48458638,            333.70,    16170647500.60      
19 DEC 2025,DYNAMATECH,EQ,DYNAMATIC TECHNOLOGIES   ,Listed    ,19 DEC 2025,              10.00,           6791443,           9515.50,    64623975866.50
19 DEC 2025,DYNAMIC,SM,DYNAMIC SRVCS & SEC LTD  ,Listed    ,19 DEC 2025,              10.00,          13746192,            101.00,     1388365392.00   
19 DEC 2025,DYNPRO,EQ,DYNEMIC PRODUCTS LIMITED ,Listed    ,19 DEC 2025,              10.00,          12428387,            262.80,     3266180103.60    
19 DEC 2025,E2E,EQ,E2E NETWORKS LIMITED     ,Listed    ,19 DEC 2025,              10.00,          20100889,           2063.20,    41472154184.80       
19 DEC 2025,EASEMYTRIP,EQ,EASY TRIP PLANNERS LTD   ,Listed    ,19 DEC 2025,               1.00,        3636853188,              7.50,    27349135973.75
19 DEC 2025,EBGNG,EQ,GNG ELECTRONICS LIMITED  ,Listed    ,19 DEC 2025,               2.00,         114011517,            301.20,    34340268920.40     
19 DEC 2025,ECLERX,EQ,ECLERX SERVICES LTD      ,Listed    ,19 DEC 2025,              10.00,          47650360,           4524.50,   215594053820.00    
19 DEC 2025,ECOLINE,SM,ECOLINE EXIM LIMITED     ,Listed    ,19 DEC 2025,              10.00,          20515376,            130.00,     2666998880.00   
19 DEC 2025,ECOSMOBLTY,EQ,ECOS (INDIA) MOB & HOSP L,Listed    ,19 DEC 2025,               2.00,          60000000,            217.95,    13077000000.00
19 DEC 2025,EDELWEISS,EQ,EDELWEISS FIN SERV LTD   ,Listed    ,19 DEC 2025,               1.00,         946050054,            106.80,   101057066768.30 
19 DEC 2025,EEPL,SM,EPPELTONE ENGINEERS LTD  ,Listed    ,19 DEC 2025,              10.00,          12959312,            204.00,     2643699648.00      
19 DEC 2025,EFACTOR,ST,E FACTOR EXPERIENCES LTD ,Listed    ,19 DEC 2025,              10.00,          13088098,            325.60,     4261484708.80   
19 DEC 2025,EFCIL,EQ,EFC (I) LIMITED          ,Listed    ,19 DEC 2025,               2.00,          99553376,            308.00,    30662439808.00     
19 DEC 2025,EFFWA,SM,EFFWA INFRA & RESEARCH L ,Listed    ,19 DEC 2025,              10.00,          23147167,            231.70,     5363198593.90     
19 DEC 2025,EFORCE,SM,ELECTRO FORCE (INDIA) LTD,Listed    ,19 DEC 2025,              10.00,          23400001,             33.35,      780390033.35    
19 DEC 2025,EICHERMOT,EQ,EICHER MOTORS LTD        ,Listed    ,19 DEC 2025,               1.00,         274277990,           7217.00,  1979464253830.00 
